Estero,Comunidad,Fecha ,Numero de entrevista,Especie,Presencia
La Salina ,EC-O,05/09/2008,10,Gobidos,0
La Salina ,EC-O,05/09/2008,10,Guitarra,1
La Salina ,EC-O,05/09/2008,10,Jaiba,1
La Salina ,EC-O,05/09/2008,10,Lenguado,1
La Salina ,EC-O,05/09/2008,10,Lisa,1
La Salina ,EC-O,05/09/2008,10,Manta arenera,1
La Salina ,EC-O,05/09/2008,10,Manta mariposa,1
La Salina ,EC-O,05/09/2008,10,Mojarra,0
La Salina ,EC-O,05/09/2008,10,Ostion,1
La Salina ,EC-O,05/09/2008,10,Ostrero,1
La Salina ,EC-O,05/09/2008,10,Pajarito piquilargo,1
La Salina ,EC-O,05/09/2008,10,Pato,0
La Salina ,EC-O,05/09/2008,10,Pelicano,1
La Salina ,EC-O,05/09/2008,10,Pampano,1
La Salina ,EC-O,05/09/2008,10,Pulpo,1
La Salina ,EC-O,05/09/2008,10,Sierra,1
La Salina ,EC-O,05/09/2008,10,Tiburon,1
La Salina ,EC-O,05/09/2008,10,Tortuga,1
La Salina ,EC-O,05/09/2008,10,Vibora de cascabel,1
La Salina ,EC-O,05/09/2008,10,Deditos-Batis,1
La Salina ,EC-O,05/09/2008,10,Sarcocornia pacifica,0
La Salina ,EC-O,05/09/2008,10,Batis maritima,0
La Salina ,EC-O,05/09/2008,10,Bichi,1
Morúa,PP-O,04/11/2008,01,Aguila,1
Morúa,PP-O,04/11/2008,01,Almeja chione,1
Morúa,PP-O,04/11/2008,01,Anchoa,0
Morúa,PP-O,04/11/2008,01,Angel,1
Morúa,PP-O,04/11/2008,01,Anguila,0
Morúa,PP-O,04/11/2008,01,Baqueta,0
Morúa,PP-O,04/11/2008,01,Baya,0
Morúa,PP-O,04/11/2008,01,Bocadulce,0
Morúa,PP-O,04/11/2008,01,Botete,0
Morúa,PP-O,04/11/2008,01,Buho,1
Morúa,PP-O,04/11/2008,01,Cabrilla,0
Morúa,PP-O,04/11/2008,01,Callo de hacha,1
Morúa,PP-O,04/11/2008,01,Camaron azul,1
Morúa,PP-O,04/11/2008,01,Camaron cafe,0
Morúa,PP-O,04/11/2008,01,Camaron fantasma,1
Morúa,PP-O,04/11/2008,01,Cangrejo violinista,1
Morúa,PP-O,04/11/2008,01,Caracol,0
Morúa,PP-O,04/11/2008,01,Caracol burro,1
Morúa,PP-O,04/11/2008,01,Caracol chino,0
Morúa,PP-O,04/11/2008,01,Cochi,0
Morúa,PP-O,04/11/2008,01,Conejo cola blanca,1
Morúa,PP-O,04/11/2008,01,Correcaminos,0
Morúa,PP-O,04/11/2008,01,Coyote,1
Morúa,PP-O,04/11/2008,01,Curbina plateada,1
Morúa,PP-O,04/11/2008,01,Delfin,0
Morúa,PP-O,04/11/2008,01,Escuela de peces,0
Morúa,PP-O,04/11/2008,01,Gallito marino,1
Morúa,PP-O,04/11/2008,01,Garza azul,1
Morúa,PP-O,04/11/2008,01,Gaviota,0
Morúa,PP-O,04/11/2008,01,Gobidos,1
Morúa,PP-O,04/11/2008,01,Guitarra,1
Morúa,PP-O,04/11/2008,01,Jaiba,1
Morúa,PP-O,04/11/2008,01,Lenguado,1
Morúa,PP-O,04/11/2008,01,Lisa,1
Morúa,PP-O,04/11/2008,01,Manta arenera,1
Morúa,PP-O,04/11/2008,01,Manta mariposa,0
Morúa,PP-O,04/11/2008,01,Mojarra,0
Morúa,PP-O,04/11/2008,01,Ostion,1
Morúa,PP-O,04/11/2008,01,Ostrero,1
Morúa,PP-O,04/11/2008,01,Pajarito piquilargo,1
Morúa,PP-O,04/11/2008,01,Pato,0
Morúa,PP-O,04/11/2008,01,Pelicano,0
Morúa,PP-O,04/11/2008,01,Pampano,1
Morúa,PP-O,04/11/2008,01,Pulpo,1
Morúa,PP-O,04/11/2008,01,Sierra,0
Morúa,PP-O,04/11/2008,01,Tiburon,0
Morúa,PP-O,04/11/2008,01,Tortuga,0
Morúa,PP-O,04/11/2008,01,Vibora de cascabel,0
Morúa,PP-O,04/11/2008,01,Deditos-Batis,0
Morúa,PP-O,04/11/2008,01,Sarcocornia pacifica,1
Morúa,PP-O,04/11/2008,01,Batis maritima,1
Morúa,PP-O,04/11/2008,01,Bichi,1
Almejas,PP-O,04/12/2008,02,Aguila,0
Almejas,PP-O,04/12/2008,02,Almeja chione,1
Almejas,PP-O,04/12/2008,02,Anchoa,0
Almejas,PP-O,04/12/2008,02,Angel,0
Almejas,PP-O,04/12/2008,02,Anguila,0
Almejas,PP-O,04/12/2008,02,Baqueta,1
Almejas,PP-O,04/12/2008,02,Baya,0
Almejas,PP-O,04/12/2008,02,Bocadulce,1
Almejas,PP-O,04/12/2008,02,Botete,0
Almejas,PP-O,04/12/2008,02,Buho,1
Almejas,PP-O,04/12/2008,02,Cabrilla,0
Almejas,PP-O,04/12/2008,02,Callo de hacha,0
Almejas,PP-O,04/12/2008,02,Camaron azul,1
Almejas,PP-O,04/12/2008,02,Camaron cafe,0
Almejas,PP-O,04/12/2008,02,Camaron fantasma,1
Almejas,PP-O,04/12/2008,02,Cangrejo violinista,1
Almejas,PP-O,04/12/2008,02,Caracol,0
Almejas,PP-O,04/12/2008,02,Caracol burro,1
Almejas,PP-O,04/12/2008,02,Caracol chino,1
Almejas,PP-O,04/12/2008,02,Cochi,1
Almejas,PP-O,04/12/2008,02,Conejo cola blanca,1
Almejas,PP-O,04/12/2008,02,Correcaminos,0
Almejas,PP-O,04/12/2008,02,Coyote,1
Almejas,PP-O,04/12/2008,02,Curbina plateada,1
Almejas,PP-O,04/12/2008,02,Delfin,0
Almejas,PP-O,04/12/2008,02,Escuela de peces,0
Almejas,PP-O,04/12/2008,02,Gallito marino,1
Almejas,PP-O,04/12/2008,02,Garza azul,1
Almejas,PP-O,04/12/2008,02,Gaviota,0
Almejas,PP-O,04/12/2008,02,Gobidos,1
Almejas,PP-O,04/12/2008,02,Guitarra,1
Almejas,PP-O,04/12/2008,02,Jaiba,1
Almejas,PP-O,04/12/2008,02,Lenguado,1
Almejas,PP-O,04/12/2008,02,Lisa,1
Almejas,PP-O,04/12/2008,02,Manta arenera,1
Almejas,PP-O,04/12/2008,02,Manta mariposa,1
Almejas,PP-O,04/12/2008,02,Mojarra,0
Almejas,PP-O,04/12/2008,02,Ostion,0
Almejas,PP-O,04/12/2008,02,Ostrero,1
Almejas,PP-O,04/12/2008,02,Pajarito piquilargo,1
Almejas,PP-O,04/12/2008,02,Pato,0
Almejas,PP-O,04/12/2008,02,Pelicano,0
Almejas,PP-O,04/12/2008,02,Pampano,1
Almejas,PP-O,04/12/2008,02,Pulpo,1
Almejas,PP-O,04/12/2008,02,Sierra,1
Almejas,PP-O,04/12/2008,02,Tiburon,0
Almejas,PP-O,04/12/2008,02,Tortuga,0
Almejas,PP-O,04/12/2008,02,Vibora de cascabel,1
Almejas,PP-O,04/12/2008,02,Deditos-Batis,0
Almejas,PP-O,04/12/2008,02,Sarcocornia pacifica,1
Almejas,PP-O,04/12/2008,02,Batis maritima,1
Almejas,PP-O,04/12/2008,02,Bichi,1
Morúa,PP-O,04/15/2008,03,Aguila,0
Morúa,PP-O,04/15/2008,03,Almeja chione,1
Morúa,PP-O,04/15/2008,03,Anchoa,0
Morúa,PP-O,04/15/2008,03,Angel,0
Morúa,PP-O,04/15/2008,03,Anguila,0
Morúa,PP-O,04/15/2008,03,Baqueta,0
Morúa,PP-O,04/15/2008,03,Baya,0
Morúa,PP-O,04/15/2008,03,Bocadulce,0
Morúa,PP-O,04/15/2008,03,Botete,0
Morúa,PP-O,04/15/2008,03,Buho,1
Morúa,PP-O,04/15/2008,03,Cabrilla,0
Morúa,PP-O,04/15/2008,03,Callo de hacha,1
Morúa,PP-O,04/15/2008,03,Camaron azul,1
Morúa,PP-O,04/15/2008,03,Camaron cafe,0
Morúa,PP-O,04/15/2008,03,Camaron fantasma,0
Morúa,PP-O,04/15/2008,03,Cangrejo violinista,0
Morúa,PP-O,04/15/2008,03,Caracol,0
Morúa,PP-O,04/15/2008,03,Caracol burro,1
Morúa,PP-O,04/15/2008,03,Caracol chino,1
Morúa,PP-O,04/15/2008,03,Cochi,1
Morúa,PP-O,04/15/2008,03,Conejo cola blanca,1
Morúa,PP-O,04/15/2008,03,Correcaminos,0
Morúa,PP-O,04/15/2008,03,Coyote,1
Morúa,PP-O,04/15/2008,03,Curbina plateada,0
Morúa,PP-O,04/15/2008,03,Delfin,0
Morúa,PP-O,04/15/2008,03,Escuela de peces,0
Morúa,PP-O,04/15/2008,03,Gallito marino,1
Morúa,PP-O,04/15/2008,03,Garza azul,1
Morúa,PP-O,04/15/2008,03,Gaviota,0
Morúa,PP-O,04/15/2008,03,Gobidos,0
Morúa,PP-O,04/15/2008,03,Guitarra,0
Morúa,PP-O,04/15/2008,03,Jaiba,1
Morúa,PP-O,04/15/2008,03,Lenguado,1
Morúa,PP-O,04/15/2008,03,Lisa,0
Morúa,PP-O,04/15/2008,03,Manta arenera,1
Morúa,PP-O,04/15/2008,03,Manta mariposa,0
Morúa,PP-O,04/15/2008,03,Mojarra,0
Morúa,PP-O,04/15/2008,03,Ostion,0
Morúa,PP-O,04/15/2008,03,Ostrero,1
Morúa,PP-O,04/15/2008,03,Pajarito piquilargo,1
Morúa,PP-O,04/15/2008,03,Pato,0
Morúa,PP-O,04/15/2008,03,Pelicano,0
Morúa,PP-O,04/15/2008,03,Pampano,0
Morúa,PP-O,04/15/2008,03,Pulpo,1
Morúa,PP-O,04/15/2008,03,Sierra,0
Morúa,PP-O,04/15/2008,03,Tiburon,0
Morúa,PP-O,04/15/2008,03,Tortuga,0
Morúa,PP-O,04/15/2008,03,Vibora de cascabel,0
Morúa,PP-O,04/15/2008,03,Deditos-Batis,0
Morúa,PP-O,04/15/2008,03,Sarcocornia pacifica,1
Morúa,PP-O,04/15/2008,03,Batis maritima,0
Morúa,PP-O,04/15/2008,03,Bichi,0
Morúa,PP-O,04/16/2008,04,Aguila,0
Morúa,PP-O,04/16/2008,04,Almeja chione,1
Morúa,PP-O,04/16/2008,04,Anchoa,0
Morúa,PP-O,04/16/2008,04,Angel,1
Morúa,PP-O,04/16/2008,04,Anguila,1
Morúa,PP-O,04/16/2008,04,Baqueta,0
Morúa,PP-O,04/16/2008,04,Baya,0
Morúa,PP-O,04/16/2008,04,Bocadulce,1
Morúa,PP-O,04/16/2008,04,Botete,1
Morúa,PP-O,04/16/2008,04,Buho,1
Morúa,PP-O,04/16/2008,04,Cabrilla,0
Morúa,PP-O,04/16/2008,04,Callo de hacha,1
Morúa,PP-O,04/16/2008,04,Camaron azul,0
Morúa,PP-O,04/16/2008,04,Camaron cafe,0
Morúa,PP-O,04/16/2008,04,Camaron fantasma,0
Morúa,PP-O,04/16/2008,04,Cangrejo violinista,1
Morúa,PP-O,04/16/2008,04,Caracol,0
Morúa,PP-O,04/16/2008,04,Caracol burro,1
Morúa,PP-O,04/16/2008,04,Caracol chino,1
Morúa,PP-O,04/16/2008,04,Cochi,1
Morúa,PP-O,04/16/2008,04,Conejo cola blanca,1
Morúa,PP-O,04/16/2008,04,Correcaminos,0
Morúa,PP-O,04/16/2008,04,Coyote,1
Morúa,PP-O,04/16/2008,04,Curbina plateada,1
Morúa,PP-O,04/16/2008,04,Delfin,0
Morúa,PP-O,04/16/2008,04,Escuela de peces,1
Morúa,PP-O,04/16/2008,04,Gallito marino,1
Morúa,PP-O,04/16/2008,04,Garza azul,1
Morúa,PP-O,04/16/2008,04,Gaviota,0
Morúa,PP-O,04/16/2008,04,Gobidos,1
Morúa,PP-O,04/16/2008,04,Guitarra,1
Morúa,PP-O,04/16/2008,04,Jaiba,1
Morúa,PP-O,04/16/2008,04,Lenguado,1
Morúa,PP-O,04/16/2008,04,Lisa,1
Morúa,PP-O,04/16/2008,04,Manta arenera,1
Morúa,PP-O,04/16/2008,04,Manta mariposa,0
Morúa,PP-O,04/16/2008,04,Mojarra,0
Morúa,PP-O,04/16/2008,04,Ostion,1
Morúa,PP-O,04/16/2008,04,Ostrero,1
Morúa,PP-O,04/16/2008,04,Pajarito piquilargo,1
Morúa,PP-O,04/16/2008,04,Pato,0
Morúa,PP-O,04/16/2008,04,Pelicano,0
Morúa,PP-O,04/16/2008,04,Pampano,1
Morúa,PP-O,04/16/2008,04,Pulpo,1
Morúa,PP-O,04/16/2008,04,Sierra,1
Morúa,PP-O,04/16/2008,04,Tiburon,0
Morúa,PP-O,04/16/2008,04,Tortuga,0
Morúa,PP-O,04/16/2008,04,Vibora de cascabel,0
Morúa,PP-O,04/16/2008,04,Deditos-Batis,0
Morúa,PP-O,04/16/2008,04,Sarcocornia pacifica,1
Morúa,PP-O,04/16/2008,04,Batis maritima,1
Morúa,PP-O,04/16/2008,04,Bichi,1
Morúa,PP-O,04/22/2008,05,Aguila,1
Morúa,PP-O,04/22/2008,05,Almeja chione,1
Morúa,PP-O,04/22/2008,05,Anchoa,0
Morúa,PP-O,04/22/2008,05,Angel,0
Morúa,PP-O,04/22/2008,05,Anguila,0
Morúa,PP-O,04/22/2008,05,Baqueta,0
Morúa,PP-O,04/22/2008,05,Baya,0
Morúa,PP-O,04/22/2008,05,Bocadulce,0
Morúa,PP-O,04/22/2008,05,Botete,1
Morúa,PP-O,04/22/2008,05,Buho,0
Morúa,PP-O,04/22/2008,05,Cabrilla,0
Morúa,PP-O,04/22/2008,05,Callo de hacha,0
Morúa,PP-O,04/22/2008,05,Camaron azul,1
Morúa,PP-O,04/22/2008,05,Camaron cafe,0
Morúa,PP-O,04/22/2008,05,Camaron fantasma,0
Morúa,PP-O,04/22/2008,05,Cangrejo violinista,1
Morúa,PP-O,04/22/2008,05,Caracol,0
Morúa,PP-O,04/22/2008,05,Caracol burro,0
Morúa,PP-O,04/22/2008,05,Caracol chino,0
Morúa,PP-O,04/22/2008,05,Cochi,0
Morúa,PP-O,04/22/2008,05,Conejo cola blanca,1
Morúa,PP-O,04/22/2008,05,Correcaminos,0
Morúa,PP-O,04/22/2008,05,Coyote,1
Morúa,PP-O,04/22/2008,05,Curbina plateada,0
Morúa,PP-O,04/22/2008,05,Delfin,0
Morúa,PP-O,04/22/2008,05,Escuela de peces,1
Morúa,PP-O,04/22/2008,05,Gallito marino,1
Morúa,PP-O,04/22/2008,05,Garza azul,1
Morúa,PP-O,04/22/2008,05,Gaviota,1
Morúa,PP-O,04/22/2008,05,Gobidos,0
Morúa,PP-O,04/22/2008,05,Guitarra,0
Morúa,PP-O,04/22/2008,05,Jaiba,0
Morúa,PP-O,04/22/2008,05,Lenguado,0
Morúa,PP-O,04/22/2008,05,Lisa,1
Morúa,PP-O,04/22/2008,05,Manta arenera,1
Morúa,PP-O,04/22/2008,05,Manta mariposa,0
Morúa,PP-O,04/22/2008,05,Mojarra,0
Morúa,PP-O,04/22/2008,05,Ostion,0
Morúa,PP-O,04/22/2008,05,Ostrero,0
Morúa,PP-O,04/22/2008,05,Pajarito piquilargo,1
Morúa,PP-O,04/22/2008,05,Pato,0
Morúa,PP-O,04/22/2008,05,Pelicano,1
Morúa,PP-O,04/22/2008,05,Pampano,0
Morúa,PP-O,04/22/2008,05,Pulpo,0
Morúa,PP-O,04/22/2008,05,Sierra,0
Morúa,PP-O,04/22/2008,05,Tiburon,0
Morúa,PP-O,04/22/2008,05,Tortuga,0
Morúa,PP-O,04/22/2008,05,Vibora de cascabel,0
Morúa,PP-O,04/22/2008,05,Deditos-Batis,0
Morúa,PP-O,04/22/2008,05,Sarcocornia pacifica,0
Morúa,PP-O,04/22/2008,05,Batis maritima,0
Morúa,PP-O,04/22/2008,05,Bichi,0
Almejas,PP-O,05/20/2008,08,Aguila,1
Almejas,PP-O,05/20/2008,08,Almeja chione,1
Almejas,PP-O,05/20/2008,08,Anchoa,0
Almejas,PP-O,05/20/2008,08,Angel,0
Almejas,PP-O,05/20/2008,08,Anguila,0
Almejas,PP-O,05/20/2008,08,Baqueta,1
Almejas,PP-O,05/20/2008,08,Baya,0
Almejas,PP-O,05/20/2008,08,Bocadulce,0
Almejas,PP-O,05/20/2008,08,Botete,0
Almejas,PP-O,05/20/2008,08,Buho,0
Almejas,PP-O,05/20/2008,08,Cabrilla,1
Almejas,PP-O,05/20/2008,08,Callo de hacha,1
Almejas,PP-O,05/20/2008,08,Camaron azul,0
Almejas,PP-O,05/20/2008,08,Camaron cafe,0
Almejas,PP-O,05/20/2008,08,Camaron fantasma,0
Almejas,PP-O,05/20/2008,08,Cangrejo violinista,0
Almejas,PP-O,05/20/2008,08,Caracol,0
Almejas,PP-O,05/20/2008,08,Caracol burro,1
Almejas,PP-O,05/20/2008,08,Caracol chino,1
Almejas,PP-O,05/20/2008,08,Cochi,0
Almejas,PP-O,05/20/2008,08,Conejo cola blanca,1
Almejas,PP-O,05/20/2008,08,Correcaminos,1
Almejas,PP-O,05/20/2008,08,Coyote,1
Almejas,PP-O,05/20/2008,08,Curbina plateada,0
Almejas,PP-O,05/20/2008,08,Delfin,1
Almejas,PP-O,05/20/2008,08,Escuela de peces,1
Almejas,PP-O,05/20/2008,08,Gallito marino,1
Almejas,PP-O,05/20/2008,08,Garza azul,1
Almejas,PP-O,05/20/2008,08,Gaviota,1
Almejas,PP-O,05/20/2008,08,Gobidos,0
Almejas,PP-O,05/20/2008,08,Guitarra,1
Almejas,PP-O,05/20/2008,08,Jaiba,1
Almejas,PP-O,05/20/2008,08,Lenguado,1
Almejas,PP-O,05/20/2008,08,Lisa,1
Almejas,PP-O,05/20/2008,08,Manta arenera,1
Almejas,PP-O,05/20/2008,08,Manta mariposa,0
Almejas,PP-O,05/20/2008,08,Mojarra,0
Almejas,PP-O,05/20/2008,08,Ostion,0
Almejas,PP-O,05/20/2008,08,Ostrero,0
Almejas,PP-O,05/20/2008,08,Pajarito piquilargo,1
Almejas,PP-O,05/20/2008,08,Pato,0
Almejas,PP-O,05/20/2008,08,Pelicano,1
Almejas,PP-O,05/20/2008,08,Pampano,1
Almejas,PP-O,05/20/2008,08,Pulpo,1
Almejas,PP-O,05/20/2008,08,Sierra,0
Almejas,PP-O,05/20/2008,08,Tiburon,1
Almejas,PP-O,05/20/2008,08,Tortuga,1
Almejas,PP-O,05/20/2008,08,Vibora de cascabel,1
Almejas,PP-O,05/20/2008,08,Deditos-Batis,0
Almejas,PP-O,05/20/2008,08,Sarcocornia pacifica,0
Almejas,PP-O,05/20/2008,08,Batis maritima,0
Almejas,PP-O,05/20/2008,08,Bichi,0
La Salina ,EC-P,05/06/2008,01,Aguila,0
La Salina ,EC-P,05/06/2008,01,Almeja chione,1
La Salina ,EC-P,05/06/2008,01,Anchoa,0
La Salina ,EC-P,05/06/2008,01,Angel,0
La Salina ,EC-P,05/06/2008,01,Anguila,1
La Salina ,EC-P,05/06/2008,01,Baqueta,1
La Salina ,EC-P,05/06/2008,01,Baya,1
La Salina ,EC-P,05/06/2008,01,Bocadulce,1
La Salina ,EC-P,05/06/2008,01,Botete,1
La Salina ,EC-P,05/06/2008,01,Buho,0
La Salina ,EC-P,05/06/2008,01,Cabrilla,0
La Salina ,EC-P,05/06/2008,01,Callo de hacha,1
La Salina ,EC-P,05/06/2008,01,Camaron azul,1
La Salina ,EC-P,05/06/2008,01,Camaron cafe,1
La Salina ,EC-P,05/06/2008,01,Camaron fantasma,1
La Salina ,EC-P,05/06/2008,01,Cangrejo violinista,1
La Salina ,EC-P,05/06/2008,01,Caracol,0
La Salina ,EC-P,05/06/2008,01,Caracol burro,1
La Salina ,EC-P,05/06/2008,01,Caracol chino,1
La Salina ,EC-P,05/06/2008,01,Cochi,1
La Salina ,EC-P,05/06/2008,01,Conejo cola blanca,0
La Salina ,EC-P,05/06/2008,01,Correcaminos,0
La Salina ,EC-P,05/06/2008,01,Coyote,1
La Salina ,EC-P,05/06/2008,01,Curbina plateada,1
La Salina ,EC-P,05/06/2008,01,Delfin,0
La Salina ,EC-P,05/06/2008,01,Escuela de peces,1
La Salina ,EC-P,05/06/2008,01,Gallito marino,0
La Salina ,EC-P,05/06/2008,01,Garza azul,1
La Salina ,EC-P,05/06/2008,01,Gaviota,0
La Salina ,EC-P,05/06/2008,01,Gobidos,1
La Salina ,EC-P,05/06/2008,01,Guitarra,0
La Salina ,EC-P,05/06/2008,01,Jaiba,1
La Salina ,EC-P,05/06/2008,01,Lenguado,1
La Salina ,EC-P,05/06/2008,01,Lisa,1
La Salina ,EC-P,05/06/2008,01,Manta arenera,1
La Salina ,EC-P,05/06/2008,01,Manta mariposa,1
La Salina ,EC-P,05/06/2008,01,Mojarra,0
La Salina ,EC-P,05/06/2008,01,Ostion,1
La Salina ,EC-P,05/06/2008,01,Ostrero,0
La Salina ,EC-P,05/06/2008,01,Pajarito piquilargo,1
La Salina ,EC-P,05/06/2008,01,Pato,0
La Salina ,EC-P,05/06/2008,01,Pelicano,0
La Salina ,EC-P,05/06/2008,01,Pampano,1
La Salina ,EC-P,05/06/2008,01,Pulpo,0
La Salina ,EC-P,05/06/2008,01,Sierra,1
La Salina ,EC-P,05/06/2008,01,Tiburon,0
La Salina ,EC-P,05/06/2008,01,Tortuga,0
La Salina ,EC-P,05/06/2008,01,Vibora de cascabel,0
La Salina ,EC-P,05/06/2008,01,Deditos-Batis,0
La Salina ,EC-P,05/06/2008,01,Sarcocornia pacifica,0
La Salina ,EC-P,05/06/2008,01,Batis maritima,0
La Salina ,EC-P,05/06/2008,01,Bichi,1
La Salina ,EC-P,05/06/2008,02,Aguila,0
La Salina ,EC-P,05/06/2008,02,Almeja chione,1
La Salina ,EC-P,05/06/2008,02,Anchoa,0
La Salina ,EC-P,05/06/2008,02,Angel,0
La Salina ,EC-P,05/06/2008,02,Anguila,1
La Salina ,EC-P,05/06/2008,02,Baqueta,0
La Salina ,EC-P,05/06/2008,02,Baya,0
La Salina ,EC-P,05/06/2008,02,Bocadulce,1
La Salina ,EC-P,05/06/2008,02,Botete,1
La Salina ,EC-P,05/06/2008,02,Buho,1
La Salina ,EC-P,05/06/2008,02,Cabrilla,0
La Salina ,EC-P,05/06/2008,02,Callo de hacha,1
La Salina ,EC-P,05/06/2008,02,Camaron azul,1
La Salina ,EC-P,05/06/2008,02,Camaron cafe,0
La Salina ,EC-P,05/06/2008,02,Camaron fantasma,1
La Salina ,EC-P,05/06/2008,02,Cangrejo violinista,0
La Salina ,EC-P,05/06/2008,02,Caracol,0
La Salina ,EC-P,05/06/2008,02,Caracol burro,1
La Salina ,EC-P,05/06/2008,02,Caracol chino,1
La Salina ,EC-P,05/06/2008,02,Cochi,0
La Salina ,EC-P,05/06/2008,02,Conejo cola blanca,1
La Salina ,EC-P,05/06/2008,02,Correcaminos,0
La Salina ,EC-P,05/06/2008,02,Coyote,1
La Salina ,EC-P,05/06/2008,02,Curbina plateada,1
La Salina ,EC-P,05/06/2008,02,Delfin,0
La Salina ,EC-P,05/06/2008,02,Escuela de peces,0
La Salina ,EC-P,05/06/2008,02,Gallito marino,1
La Salina ,EC-P,05/06/2008,02,Garza azul,1
La Salina ,EC-P,05/06/2008,02,Gaviota,0
La Salina ,EC-P,05/06/2008,02,Gobidos,1
La Salina ,EC-P,05/06/2008,02,Guitarra,1
La Salina ,EC-P,05/06/2008,02,Jaiba,1
La Salina ,EC-P,05/06/2008,02,Lenguado,1
La Salina ,EC-P,05/06/2008,02,Lisa,1
La Salina ,EC-P,05/06/2008,02,Manta arenera,1
La Salina ,EC-P,05/06/2008,02,Manta mariposa,0
La Salina ,EC-P,05/06/2008,02,Mojarra,0
La Salina ,EC-P,05/06/2008,02,Ostion,1
La Salina ,EC-P,05/06/2008,02,Ostrero,1
La Salina ,EC-P,05/06/2008,02,Pajarito piquilargo,1
La Salina ,EC-P,05/06/2008,02,Pato,0
La Salina ,EC-P,05/06/2008,02,Pelicano,0
La Salina ,EC-P,05/06/2008,02,Pampano,1
La Salina ,EC-P,05/06/2008,02,Pulpo,1
La Salina ,EC-P,05/06/2008,02,Sierra,1
La Salina ,EC-P,05/06/2008,02,Tiburon,0
La Salina ,EC-P,05/06/2008,02,Tortuga,0
La Salina ,EC-P,05/06/2008,02,Vibora de cascabel,0
La Salina ,EC-P,05/06/2008,02,Deditos-Batis,0
La Salina ,EC-P,05/06/2008,02,Sarcocornia pacifica,0
La Salina ,EC-P,05/06/2008,02,Batis maritima,0
La Salina ,EC-P,05/06/2008,02,Bichi,1
La Salina ,EC-P,05/06/2008,03,Aguila,0
La Salina ,EC-P,05/06/2008,03,Almeja chione,1
La Salina ,EC-P,05/06/2008,03,Anchoa,0
La Salina ,EC-P,05/06/2008,03,Angel,1
La Salina ,EC-P,05/06/2008,03,Anguila,1
La Salina ,EC-P,05/06/2008,03,Baqueta,0
La Salina ,EC-P,05/06/2008,03,Baya,1
La Salina ,EC-P,05/06/2008,03,Bocadulce,1
La Salina ,EC-P,05/06/2008,03,Botete,1
La Salina ,EC-P,05/06/2008,03,Buho,1
La Salina ,EC-P,05/06/2008,03,Cabrilla,0
La Salina ,EC-P,05/06/2008,03,Callo de hacha,1
La Salina ,EC-P,05/06/2008,03,Camaron azul,1
La Salina ,EC-P,05/06/2008,03,Camaron cafe,0
La Salina ,EC-P,05/06/2008,03,Camaron fantasma,1
La Salina ,EC-P,05/06/2008,03,Cangrejo violinista,1
La Salina ,EC-P,05/06/2008,03,Caracol,0
La Salina ,EC-P,05/06/2008,03,Caracol burro,1
La Salina ,EC-P,05/06/2008,03,Caracol chino,1
La Salina ,EC-P,05/06/2008,03,Cochi,1
La Salina ,EC-P,05/06/2008,03,Conejo cola blanca,1
La Salina ,EC-P,05/06/2008,03,Correcaminos,0
La Salina ,EC-P,05/06/2008,03,Coyote,1
La Salina ,EC-P,05/06/2008,03,Curbina plateada,1
La Salina ,EC-P,05/06/2008,03,Delfin,0
La Salina ,EC-P,05/06/2008,03,Escuela de peces,0
La Salina ,EC-P,05/06/2008,03,Gallito marino,0
La Salina ,EC-P,05/06/2008,03,Garza azul,0
La Salina ,EC-P,05/06/2008,03,Gaviota,0
La Salina ,EC-P,05/06/2008,03,Gobidos,1
La Salina ,EC-P,05/06/2008,03,Guitarra,1
La Salina ,EC-P,05/06/2008,03,Jaiba,1
La Salina ,EC-P,05/06/2008,03,Lenguado,1
La Salina ,EC-P,05/06/2008,03,Lisa,1
La Salina ,EC-P,05/06/2008,03,Manta arenera,1
La Salina ,EC-P,05/06/2008,03,Manta mariposa,1
La Salina ,EC-P,05/06/2008,03,Mojarra,1
La Salina ,EC-P,05/06/2008,03,Ostion,1
La Salina ,EC-P,05/06/2008,03,Ostrero,1
La Salina ,EC-P,05/06/2008,03,Pajarito piquilargo,1
La Salina ,EC-P,05/06/2008,03,Pato,0
La Salina ,EC-P,05/06/2008,03,Pelicano,0
La Salina ,EC-P,05/06/2008,03,Pampano,0
La Salina ,EC-P,05/06/2008,03,Pulpo,1
La Salina ,EC-P,05/06/2008,03,Sierra,1
La Salina ,EC-P,05/06/2008,03,Tiburon,1
La Salina ,EC-P,05/06/2008,03,Tortuga,0
La Salina ,EC-P,05/06/2008,03,Vibora de cascabel,0
La Salina ,EC-P,05/06/2008,03,Deditos-Batis,0
La Salina ,EC-P,05/06/2008,03,Sarcocornia pacifica,0
La Salina ,EC-P,05/06/2008,03,Batis maritima,0
La Salina ,EC-P,05/06/2008,03,Bichi,1
La Salina ,EC-P,05/06/2008,04,Aguila,0
La Salina ,EC-P,05/06/2008,04,Almeja chione,1
La Salina ,EC-P,05/06/2008,04,Anchoa,0
La Salina ,EC-P,05/06/2008,04,Angel,1
La Salina ,EC-P,05/06/2008,04,Anguila,0
La Salina ,EC-P,05/06/2008,04,Baqueta,0
La Salina ,EC-P,05/06/2008,04,Baya,0
La Salina ,EC-P,05/06/2008,04,Bocadulce,1
La Salina ,EC-P,05/06/2008,04,Botete,1
